Data,ID_Obra,Tipo_Obra,Material,Equipamento,Area_m2,Espessura_cm,Custo_Orcado_RS,Custo_Real_RS,Consumo_Diesel_L
2024-10-11,OBRA_58-5103,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,13536,4.0,1259396.15,1310086.73,1353.6
2025-01-11,OBRA_50-3288,Concessionária/Rodovia,Binder,Caminhão Espargidor,4906,4.0,632778.47,641621.0,490.6
2024-09-08,OBRA_54-6705,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,7420,3.0,457668.52,458837.76,556.5
2024-10-30,OBRA_46-7670,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,7029,4.0,668919.48,897010.64,702.9
2025-01-08,OBRA_39-7043,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,7968,3.0,486134.09,481169.16,597.6
2026-01-15,OBRA_19-9800,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,1526,3.5,79923.28,81342.78,133.53
2025-09-05,OBRA_14-6364,Concessionária/Rodovia,Binder,Vibroacabadora,11744,5.0,1282978.93,1300451.19,1468.0
2024-09-01,OBRA_45-8075,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,6899,3.5,427964.66,420197.0,603.66
2024-07-05,OBRA_67-2510,Concessionária/Rodovia,Binder,Fresadora,8179,4.0,844296.97,826705.78,817.9
2025-12-12,OBRA_57-1397,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,11180,3.0,545491.41,536361.44,838.5
2024-12-04,OBRA_97-6623,Concessionária/Rodovia,Binder,Fresadora,4431,6.0,501326.72,514903.45,664.65
2024-04-04,OBRA_34-9880,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,6419,3.5,297232.75,292793.16,561.66
2024-03-22,OBRA_00-7288,Concessionária/Rodovia,Binder,Rolo Compactador,13050,5.0,1207595.55,1243826.32,1631.25
2024-06-04,OBRA_34-3361,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,5782,4.0,682452.01,650323.52,578.2
2025-10-08,OBRA_79-7381,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,8264,5.0,722063.64,712550.72,1033.0
2026-02-27,OBRA_02-5118,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,7538,3.0,431851.51,414998.71,565.35
2024-06-19,OBRA_57-9661,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,3197,3.5,193604.88,192187.66,279.74
2025-07-27,OBRA_19-6715,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,4994,5.0,598909.0,627958.91,624.25
2025-04-14,OBRA_15-5680,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,13113,3.0,638726.44,613306.29,983.47
2025-09-18,OBRA_61-6165,Concessionária/Rodovia,Binder,Fresadora,12453,4.0,1569003.41,1608700.26,1245.3
2026-01-22,OBRA_47-2042,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,7889,3.5,405181.67,385256.46,690.29
2024-09-05,OBRA_44-3165,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,1588,5.0,189228.37,180648.27,198.5
2024-05-20,OBRA_47-9351,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,3206,3.0,151793.83,157533.01,240.45
2026-01-24,OBRA_80-0337,Concessionária/Rodovia,Binder,Fresadora,4597,5.0,456497.5,475042.38,574.62
2024-04-15,OBRA_63-9061,Concessionária/Rodovia,Binder,Rolo Compactador,11274,6.0,1252903.46,1246436.11,1691.1
2025-04-27,OBRA_95-0381,Concessionária/Rodovia,Binder,Fresadora,14902,5.0,1385507.79,1853108.23,1862.75
2025-05-21,OBRA_99-7521,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,14368,6.0,1222496.57,1224777.85,2155.2
2025-10-17,OBRA_21-6492,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,6376,3.5,312836.7,316114.14,557.9
2025-10-18,OBRA_42-1480,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,7758,3.0,397372.36,395043.25,581.85
2024-08-26,OBRA_94-1288,Concessionária/Rodovia,Binder,Rolo Compactador,14283,6.0,1776216.82,1827965.38,2142.45
2026-01-05,OBRA_11-2521,Concessionária/Rodovia,Binder,Vibroacabadora,5237,4.0,529681.36,679838.84,523.7
2025-08-17,OBRA_75-1909,Concessionária/Rodovia,Binder,Fresadora,12421,4.0,1612801.94,2076684.52,1242.1
2025-10-12,OBRA_63-5033,Concessionária/Rodovia,Binder,Rolo Compactador,9147,6.0,1025774.0,987304.36,1372.05
2026-02-01,OBRA_47-9910,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,9860,4.0,1270696.36,1251725.32,986.0
2024-10-09,OBRA_86-9184,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,14734,5.0,1308507.49,1338185.07,1841.75
2025-06-20,OBRA_91-4395,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,3953,3.0,215218.8,225806.86,296.47
2025-06-22,OBRA_42-5016,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,11963,3.5,658481.94,643940.07,1046.76
2025-01-28,OBRA_84-8481,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,13166,3.0,732451.03,756510.3,987.45
2025-08-11,OBRA_82-3248,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,14540,5.0,1635639.36,1672753.34,1817.5
2025-10-13,OBRA_54-3878,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,7222,3.5,344636.09,328571.77,631.92
2025-07-19,OBRA_33-0468,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,4894,3.5,273302.96,265281.3,428.22
2025-02-06,OBRA_01-9981,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,8009,3.5,424433.46,435859.1,700.79
2025-03-21,OBRA_89-4069,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,9184,3.5,593539.86,581909.78,803.6
2024-09-19,OBRA_59-0729,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,13972,6.0,1361782.25,1426101.29,2095.8
2025-06-15,OBRA_16-6908,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,7401,4.0,643265.17,662974.19,740.1
2025-02-22,OBRA_35-2359,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,13546,3.0,750596.22,782550.26,1015.95
2025-07-23,OBRA_85-7653,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,7590,4.0,914567.04,1171215.51,759.0
2026-02-05,OBRA_64-7928,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,5361,3.5,333612.65,414327.79,469.09
2025-12-06,OBRA_56-4833,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,4091,3.5,226998.29,216660.4,357.96
2024-04-12,OBRA_95-3346,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,9361,3.0,573866.93,583356.53,702.07
2025-05-17,OBRA_35-1460,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,1862,5.0,202194.57,205196.55,232.75
2024-08-26,OBRA_48-5179,Concessionária/Rodovia,Binder,Caminhão Espargidor,3784,6.0,330651.27,325975.85,567.6
2024-07-05,OBRA_08-1141,Concessionária/Rodovia,Binder,Rolo Compactador,6629,4.0,724702.89,715762.6,662.9
2025-11-07,OBRA_36-3703,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,10185,6.0,1316276.81,1327335.58,1527.75
2025-10-10,OBRA_15-1525,Concessionária/Rodovia,Binder,Fresadora,7602,6.0,897026.58,876112.77,1140.3
2024-08-04,OBRA_09-3237,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,12839,3.5,742665.58,996115.96,1123.41
2024-05-11,OBRA_18-3178,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,2566,5.0,259080.12,315939.23,320.75
2025-12-09,OBRA_80-2291,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,2494,5.0,224784.3,234248.5,311.75
2024-11-20,OBRA_75-3173,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,9364,3.0,523551.17,531816.35,702.3
2024-07-30,OBRA_29-4923,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,6914,3.5,436741.16,445899.58,604.97
2024-09-02,OBRA_71-4032,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,2632,3.5,145287.33,147537.29,230.3
2025-07-28,OBRA_90-3279,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,8894,3.0,445565.39,433681.63,667.05
2024-11-11,OBRA_97-9754,Concessionária/Rodovia,Binder,Fresadora,8332,6.0,1035887.32,1023620.65,1249.8
2024-04-07,OBRA_07-2782,Concessionária/Rodovia,Binder,Fresadora,10425,5.0,1069428.52,1042594.44,1303.12
2024-08-04,OBRA_75-6701,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,5012,3.5,319480.44,307039.61,438.55
2024-12-24,OBRA_69-6525,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,2657,3.5,147904.0,142930.57,232.49
2024-09-19,OBRA_97-5738,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,4289,3.5,227371.47,316194.71,375.29
2025-08-21,OBRA_81-4130,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,12147,5.0,1356765.53,1413285.2,1518.38
2025-09-23,OBRA_97-5392,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,14993,3.0,923525.57,898851.78,1124.47
2025-05-16,OBRA_15-8976,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,14772,6.0,1706187.47,1778186.7,2215.8
2025-05-07,OBRA_08-9158,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,7840,5.0,970497.49,980641.17,980.0
2025-01-20,OBRA_28-0478,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,9698,3.0,485728.33,498881.97,727.35
2025-09-24,OBRA_16-8953,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,11330,5.0,1364298.08,1383364.27,1416.25
2025-04-25,OBRA_35-5834,Concessionária/Rodovia,Binder,Rolo Compactador,5248,4.0,618741.06,591760.3,524.8
2025-02-25,OBRA_17-4525,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,3860,3.0,234920.2,239822.43,289.5
2025-10-19,OBRA_37-8581,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,2287,5.0,216219.89,211934.67,285.88
2024-04-04,OBRA_39-0728,Concessionária/Rodovia,Binder,Vibroacabadora,2748,4.0,318774.43,321236.89,274.8
2026-03-10,OBRA_64-7367,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,1759,6.0,199197.64,230176.32,263.85
2024-06-22,OBRA_69-4037,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,4716,5.0,535418.56,547070.76,589.5
2024-07-12,OBRA_69-5419,Concessionária/Rodovia,Binder,Fresadora,11174,4.0,1036941.63,1033853.51,1117.4
2025-04-26,OBRA_65-3916,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,14793,3.0,856787.04,818472.07,1109.47
2025-11-18,OBRA_15-7665,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,7500,3.5,435109.03,453566.34,656.25
2024-03-25,OBRA_16-6707,Concessionária/Rodovia,Binder,Caminhão Espargidor,13508,4.0,1418453.33,1449966.0,1350.8
2026-02-06,OBRA_67-5258,Concessionária/Rodovia,Binder,Caminhão Espargidor,7522,6.0,848232.75,811027.37,1128.3
2025-11-02,OBRA_74-8626,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,3653,4.0,472331.57,488930.42,365.3
2025-01-08,OBRA_31-2919,Concessionária/Rodovia,Binder,Vibroacabadora,9063,4.0,1055350.91,1039700.77,906.3
2025-10-08,OBRA_72-8776,Concessionária/Rodovia,Binder,Caminhão Espargidor,6158,6.0,624334.4,631648.49,923.7
2025-08-10,OBRA_87-3100,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,13863,3.5,721718.12,737532.18,1213.01
2024-08-31,OBRA_03-9601,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,12079,6.0,1241827.43,1187539.24,1811.85
2025-12-15,OBRA_51-4767,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,10257,3.5,553320.03,576166.81,897.49
2026-01-28,OBRA_01-7810,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,3570,3.5,162509.88,168145.23,312.38
2024-04-28,OBRA_24-5302,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,8047,3.0,478166.4,492389.36,603.52
2024-04-01,OBRA_94-2482,Concessionária/Rodovia,Binder,Fresadora,2115,5.0,217986.88,210186.97,264.38
2024-07-08,OBRA_45-4903,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,7539,3.0,350627.42,359527.09,565.42
2024-07-20,OBRA_22-6190,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,10016,3.0,555563.65,743666.86,751.2
2024-09-11,OBRA_27-8496,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,13503,3.5,670748.45,680275.32,1181.51
2026-03-03,OBRA_51-3134,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,13725,5.0,1616296.64,1565409.26,1715.62
2024-10-19,OBRA_80-9400,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,10628,3.0,569894.67,715873.88,797.1
2024-12-15,OBRA_77-8756,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,10507,3.0,563197.38,589391.23,788.02
2025-01-12,OBRA_14-2832,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,13789,5.0,1323347.13,1361228.26,1723.62
2025-11-18,OBRA_61-8695,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,13897,3.0,647929.09,638124.22,1042.27
2026-03-14,OBRA_27-7674,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,4160,6.0,366330.37,353028.02,624.0
2024-12-03,OBRA_77-2426,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,11404,5.0,1287734.83,1341339.56,1425.5
2025-09-30,OBRA_67-4156,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,2934,6.0,366432.47,367739.5,440.1
2025-03-31,OBRA_11-1005,Concessionária/Rodovia,Binder,Caminhão Espargidor,5405,4.0,551010.7,570404.84,540.5
2025-07-14,OBRA_06-9012,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,9590,6.0,833888.41,808283.13,1438.5
2025-09-30,OBRA_44-8296,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,13706,4.0,1393427.11,1363354.04,1370.6
2025-09-23,OBRA_10-8085,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,11106,3.5,521741.74,527557.33,971.77
2024-10-24,OBRA_74-7798,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,10679,6.0,1308729.16,1359766.61,1601.85
2024-11-12,OBRA_60-9209,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,14298,6.0,1329062.84,1268563.3,2144.7
2025-08-25,OBRA_37-0250,Concessionária/Rodovia,Binder,Rolo Compactador,10523,6.0,1297205.65,1665874.26,1578.45
2025-11-21,OBRA_43-5325,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,9968,3.0,504403.1,498287.97,747.6
2025-09-15,OBRA_33-8107,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,3797,3.0,204588.4,197911.2,284.77
2025-03-20,OBRA_24-2346,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,3150,3.0,174446.23,224188.8,236.25
2024-06-20,OBRA_93-1750,Concessionária/Rodovia,Binder,Vibroacabadora,14225,5.0,1359549.95,1321694.93,1778.12
2024-06-03,OBRA_33-4989,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,3485,3.5,211290.21,218087.1,304.94
2025-10-18,OBRA_99-0491,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,12444,3.0,800234.59,812239.75,933.3
2024-05-13,OBRA_09-7773,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,12702,3.5,799004.86,796734.23,1111.42
2025-04-17,OBRA_38-0642,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,12919,3.0,589850.13,597195.23,968.92
2025-01-09,OBRA_63-8141,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,4671,3.5,259517.54,265623.05,408.71
2025-08-28,OBRA_82-7180,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,1261,3.0,57778.98,60551.96,94.58
2025-04-27,OBRA_67-4363,Concessionária/Rodovia,Binder,Rolo Compactador,4784,6.0,472710.81,491457.97,717.6
2026-01-15,OBRA_97-8136,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,12242,3.0,607674.42,623116.38,918.15
2025-06-09,OBRA_61-5859,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,4728,3.5,283696.98,284710.44,413.7
2025-03-28,OBRA_90-9816,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,12549,3.0,575892.33,589588.56,941.17
2024-04-29,OBRA_18-8228,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,2109,3.5,103893.11,101673.85,184.54
2026-03-12,OBRA_35-9844,Concessionária/Rodovia,Binder,Rolo Compactador,11272,5.0,1191169.44,1205685.13,1409.0
2025-09-05,OBRA_32-1558,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,11965,3.5,561013.05,584757.56,1046.94
2025-10-02,OBRA_69-5215,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,10301,3.0,661350.05,819475.7,772.57
2024-12-30,OBRA_85-2672,Concessionária/Rodovia,Binder,Fresadora,7247,5.0,780628.58,780007.33,905.88
2026-01-10,OBRA_18-7401,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,9671,3.0,460735.83,438280.67,725.32
2024-08-01,OBRA_70-0604,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,6951,3.0,418735.71,400279.31,521.32
2024-12-24,OBRA_54-2972,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,5559,3.5,267314.76,279104.36,486.41
2024-11-15,OBRA_45-3231,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,6122,3.5,299652.34,288519.12,535.67
2025-02-04,OBRA_66-7250,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,9533,3.5,563513.72,589152.26,834.14
2026-01-28,OBRA_15-8687,Concessionária/Rodovia,Binder,Rolo Compactador,5615,6.0,667619.77,636355.44,842.25
2026-01-16,OBRA_31-8435,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,3792,3.5,238490.58,227385.25,331.8
2024-11-09,OBRA_82-2527,Concessionária/Rodovia,Binder,Caminhão Espargidor,4389,6.0,537300.27,662140.45,658.35
2025-11-20,OBRA_89-4250,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,4768,3.5,257379.9,258495.85,417.2
2025-12-25,OBRA_11-8924,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,6768,3.0,367992.47,367442.23,507.6
2026-01-04,OBRA_21-6107,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,2261,6.0,201235.66,242262.04,339.15
2026-02-01,OBRA_62-4730,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,6892,5.0,786097.63,750023.12,861.5
2024-09-30,OBRA_73-7075,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,12623,5.0,1319926.65,1275197.22,1577.88
2025-04-28,OBRA_81-6673,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,3728,3.0,175344.65,166917.26,279.6
2025-03-20,OBRA_81-7384,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,11142,3.0,667981.21,697913.18,835.65
2024-08-01,OBRA_39-6839,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,5760,3.5,352265.22,437566.18,504.0
2025-11-23,OBRA_71-6907,Concessionária/Rodovia,Binder,Fresadora,1091,5.0,139582.08,135709.77,136.38
2024-06-04,OBRA_18-5424,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,1961,3.0,122307.59,159686.43,147.07
2026-02-13,OBRA_42-1246,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,1301,3.0,60984.64,61821.85,97.58
2024-04-28,OBRA_45-7034,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,6029,5.0,767206.31,782351.07,753.62
2025-05-08,OBRA_57-3850,Concessionária/Rodovia,Binder,Rolo Compactador,14379,6.0,1604527.0,1623607.61,2156.85
2025-10-13,OBRA_66-4780,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,5229,3.0,334468.87,340078.47,392.18
2024-12-09,OBRA_90-3397,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,14504,4.0,1619713.04,1621542.49,1450.4
2025-07-21,OBRA_30-5891,Concessionária/Rodovia,Binder,Vibroacabadora,8819,5.0,1130532.62,1089517.69,1102.38
2024-07-30,OBRA_62-6398,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,6397,3.0,401995.62,388372.16,479.77
2024-08-01,OBRA_74-8357,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,3999,3.0,254151.18,249351.58,299.93
2025-09-26,OBRA_47-9904,Concessionária/Rodovia,Binder,Caminhão Espargidor,11310,5.0,1241180.98,1186504.65,1413.75
2025-08-29,OBRA_42-9887,Concessionária/Rodovia,Binder,Caminhão Espargidor,8041,4.0,901731.42,931161.02,804.1
2025-06-21,OBRA_59-7452,Concessionária/Rodovia,Binder,Fresadora,8301,5.0,826701.34,856350.29,1037.62
2024-03-29,OBRA_86-3788,Concessionária/Rodovia,Binder,Rolo Compactador,6977,4.0,849148.25,889362.15,697.7
2025-06-12,OBRA_04-4336,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,8936,3.5,430754.56,439677.67,781.9
2024-07-01,OBRA_40-0659,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,9660,3.5,536799.3,534472.33,845.25
2024-05-04,OBRA_12-0588,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,10863,4.0,1189785.4,1147448.9,1086.3
2025-07-03,OBRA_99-6249,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,6829,3.0,422289.95,414704.93,512.17
2025-01-31,OBRA_51-0903,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,2935,3.0,177225.67,178715.59,220.12
2024-07-07,OBRA_70-7840,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,4769,3.5,309451.02,321941.84,417.29
2024-07-19,OBRA_81-4045,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,13002,3.0,644799.8,637183.33,975.15
2026-01-28,OBRA_27-5225,Concessionária/Rodovia,Binder,Rolo Compactador,14518,5.0,1714238.03,1652482.87,1814.75
2025-09-02,OBRA_56-3614,Concessionária/Rodovia,Binder,Caminhão Espargidor,5075,4.0,618334.91,641646.99,507.5
2026-03-03,OBRA_64-3912,Concessionária/Rodovia,Binder,Fresadora,9088,5.0,968378.66,1000040.74,1136.0
2025-10-09,OBRA_43-9410,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,7385,3.5,420717.32,517057.29,646.19
2025-01-12,OBRA_91-7399,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,14810,5.0,1497546.31,1553982.93,1851.25
2026-03-17,OBRA_63-5554,Concessionária/Rodovia,Binder,Fresadora,14764,5.0,1607854.1,1558999.93,1845.5
2025-09-28,OBRA_29-8557,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,9659,3.0,585282.07,795072.84,724.42
2025-03-21,OBRA_70-6302,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,9226,3.0,558800.23,711036.63,691.95
2024-06-29,OBRA_29-3723,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,5828,3.0,352104.97,355038.69,437.1
2025-04-22,OBRA_30-0601,Concessionária/Rodovia,Binder,Caminhão Espargidor,13176,4.0,1219796.52,1253043.55,1317.6
2026-01-11,OBRA_41-4438,Concessionária/Rodovia,Binder,Vibroacabadora,8228,4.0,721012.59,720406.33,822.8
2025-08-10,OBRA_32-5945,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,12395,3.0,756653.49,993780.38,929.62
2024-12-21,OBRA_58-6966,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,8648,3.0,462924.29,479637.09,648.6
2026-02-20,OBRA_87-9466,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,4967,3.0,290312.93,376395.32,372.52
2025-01-03,OBRA_91-9303,Concessionária/Rodovia,Binder,Fresadora,4078,5.0,399873.87,400592.48,509.75
2025-12-08,OBRA_69-2839,Concessionária/Rodovia,Binder,Caminhão Espargidor,11181,4.0,1168315.66,1173145.78,1118.1
2024-09-25,OBRA_48-9229,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,8803,3.0,461971.27,469111.52,660.23
2024-05-31,OBRA_54-2255,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,6982,4.0,620269.64,650968.54,698.2
2024-12-16,OBRA_45-4553,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,5932,3.0,286666.93,287717.7,444.9
2025-12-07,OBRA_80-2332,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,11370,3.0,675146.09,910276.29,852.75
2024-12-18,OBRA_55-9321,Concessionária/Rodovia,Binder,Vibroacabadora,14243,4.0,1448156.68,1406374.67,1424.3
2025-06-17,OBRA_04-9244,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,3496,3.5,171591.52,163480.5,305.9
2024-12-21,OBRA_25-8708,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,4250,3.0,250705.85,242311.68,318.75
2025-04-28,OBRA_89-8056,Concessionária/Rodovia,Binder,Vibroacabadora,13360,6.0,1732953.64,1809507.73,2004.0
2024-06-16,OBRA_95-7577,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,2579,3.5,135705.88,129559.54,225.66
2025-01-23,OBRA_37-5974,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,1282,3.0,69143.11,70350.27,96.15
2025-01-19,OBRA_51-5449,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,14929,3.0,737819.84,874649.15,1119.67
2025-08-06,OBRA_62-5388,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,5473,4.0,594204.13,617563.87,547.3
2024-06-17,OBRA_88-3243,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,6024,3.5,326774.62,339295.38,527.1
2024-04-02,OBRA_01-4718,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,4658,3.5,242301.14,243478.87,407.57
2025-11-21,OBRA_51-3176,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,2255,3.0,145515.23,152635.56,169.12
